Symbol,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ANIK,ANIK,Anika Therapeutics Inc.,43.78,640889378.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
ANSS,ANSS,"ANSYS, Inc.",108,9240733800,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss
ATRS,ATRS,"Antares Pharma, Inc.",2.82,437783486.2,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
ANTH,ANTH,"Anthera Pharmaceuticals, Inc.",0.414,33261023.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth
ABAC,ABAC,"Aoxin Tianli Group, Inc.",2.2,17574139,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
APOG,APOG,"Apogee Enterprises, Inc.",52.2,1495337278,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog
APEN,APEN,"Apollo Endosurgery, Inc.",10.39,111128437.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apen
AINV,AINV,Apollo Investment Corporation,6.62,1454378609,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ainv
AMEH,AMEH,"Apollo Medical Holdings, Inc.",9.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ameh
APPF,APPF,"AppFolio, Inc.",26.05,880189148.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf
AAPL,AAPL,Apple Inc.,142.27,7.46425E+11,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl
ARCI,ARCI,"Appliance Recycling Centers of America, Inc.",0.9299,6188823.914,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci
APDN,APDN,Applied DNA Sciences Inc,1.75,46115095.25,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn
APDNW,APDNW,Applied DNA Sciences Inc,0.3922,0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw
AGTC,AGTC,Applied Genetic Technologies Corporation,5.575,100815863.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc
AMAT,AMAT,"Applied Materials, Inc.",39.79,42966475609,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
AAOI,AAOI,"Applied Optoelectronics, Inc.",45.54,850590564.1,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi
AREX,AREX,Approach Resources Inc.,2.18,185110566.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
APTI,APTI,"Apptio, Inc.",12.71,487864643.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti
APRI,APRI,"Apricus Biosciences, Inc.",1.2,9290138.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
APVO,APVO,Aptevo Therapeutics Inc.,1.94,40747306.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo
APTO,APTO,"Aptose Biosciences, Inc.",0.9,16071221.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
AQMS,AQMS,"Aqua Metals, Inc.",15.67,304952929.8,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms
AQB,AQB,"AquaBounty Technologies, Inc.",8.53,75789126.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb
AQXP,AQXP,"Aquinox Pharmaceuticals, Inc.",14.1,330266415,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
ARDM,ARDM,Aradigm Corporation,1.34,20034459.26,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARLZ,ARLZ,Aralez Pharmaceuticals Inc.,1.57,103123324.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
PETX,PETX,"Aratana Therapeutics, Inc.",6.16,230155180.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ABUS,ABUS,Arbutus Biopharma Corporation,3.35,184332266,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
ARCW,ARCW,"ARC Group Worldwide, Inc.",3.7,69720032.4,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ABIO,ABIO,"ARCA biopharma, Inc.",2.6,23740407.6,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
RKDA,RKDA,"Arcadia Biosciences, Inc.",0.718,31957253.06,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda
ARCB,ARCB,ArcBest Corporation,25.65,656897038.7,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ACGL,ACGL,Arch Capital Group Ltd.,94.99,11684382401,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
ACGLP,ACGLP,Arch Capital Group Ltd.,23.05,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp
APLP,APLP,"Archrock Partners, L.P.",16.19,1060766533,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ARDX,ARDX,"Ardelyx, Inc.",12.5,591595125,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,ARNA,"Arena Pharmaceuticals, Inc.",1.3,328404672.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,ARCC,Ares Capital Corporation,17.4,7411367849,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arcc
AGII,AGII,"Argo Group International Holdings, Ltd.",65.15,1964424495,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,AGIIL,"Argo Group International Holdings, Ltd.",25.85,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
ARGS,ARGS,"Argos Therapeutics, Inc.",0.4954,20487507.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARIS,ARIS,"ARI Network Services, Inc.",5.11,89569403.49,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
ARKR,ARKR,Ark Restaurants Corp.,25.1,85980752.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARTX,ARTX,Arotech Corporation,3.1,81870789.2,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARQL,ARQL,"ArQule, Inc.",1,71146597,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,ARRY,Array BioPharma Inc.,8.25,1394309771,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,ARRS,ARRIS International plc,25.51,4873642031,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,DWAT,Arrow DWA Tactical ETF,10.59,9531000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,AROW,Arrow Financial Corporation,33.4,451287239.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,ARWR,"Arrowhead Pharmaceuticals, Inc.",1.52,113345953.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
ARTNA,ARTNA,Artesian Resources Corporation,38.18,348687364.1,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3.25,13509444,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ASBB,ASBB,"ASB Bancorp, Inc.",35,132580875,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,ASNA,"Ascena Retail Group, Inc.",3.99,777803517.8,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,ASND,Ascendis Pharma A/S,28.04,786134907.8,28036195,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,ASCMA,"Ascent Capital Group, Inc.",13.73,169554021.7,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,APWC,Asia Pacific Wire & Cable Corporation Limited,2.7,37313106.3,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,ASML,ASML Holding N.V.,130.03,8851641025,68073837,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,AZPN,"Aspen Technology, Inc.",60.05,4568134469,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,ASMB,"Assembly Biosciences, Inc.",23.98,414036761.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,ASFI,"Asta Funding, Inc.",8.6,56435049,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,ASTE,"Astec Industries, Inc.",61.69,1421710763,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,ATRO,Astronics Corporation,31.23,905600638.2,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,ALOT,"AstroNova, Inc.",15,112875690,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,ASTC,Astrotech Corporation,1.27,26133242.12,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,ASUR,Asure Software Inc,10.38,89579638.74,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ATAI,ATA Inc.,3.7,47155323.4,12744682,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,ATRA,"Atara Biotherapeutics, Inc.",16.9,491619495.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,ATHN,"athenahealth, Inc.",117.22,4632361266,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,ATHX,"Athersys, Inc.",1.47,161411763.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAPC,AAPC,Atlantic Alliance Partnership Corp.,10.11,37277925.63,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aapc
AAME,AAME,Atlantic American Corporation,3.85,78628257.4,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,ACBI,"Atlantic Capital Bancshares, Inc.",18.85,481298803.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,ACFC,Atlantic Coast Financial Corporation,7.99,124274134.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,ABY,Atlantica Yield plc,20.15,2019377789,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,ATLC,Atlanticus Holdings Corporation,2.53,38974867.58,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,AAWW,Atlas Air Worldwide Holdings,57.25,1445858883,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,AFH,"Atlas Financial Holdings, Inc.",12.55,150985322.7,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
TEAM,TEAM,Atlassian Corporation Plc,31.54,7016625581,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,ATNI,"ATN International, Inc.",71.16,1148811381,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,ATOM,Atomera Incorporated,6.39,77349269.43,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,ATOS,Atossa Genetics Inc.,0.63,3785615.19,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,ATRC,"AtriCure, Inc.",19.55,663695833.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRI,Atrion Corporation,503.4,924647637,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,ATTU,Attunity Ltd.,7.29,122948496.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,LIFE,"aTyr Pharma, Inc.",3.05,72431936.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,AUBN,"Auburn National Bancorporation, Inc.",33.26,121184240.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,BOLD,"Audentes Therapeutics, Inc.",14.25,311921043,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,AUDC,AudioCodes Ltd.,6.46,209376972.2,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,AUPH,Aurinia Pharmaceuticals Inc,7.11,558451643.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,EARS,Auris Medical Holding AG,0.78,34577169.12,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,ABTL,Autobytel Inc.,12.3,135564327,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,ADSK,"Autodesk, Inc.",88.58,19562828159,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,ADP,"Automatic Data Processing, Inc.",102.69,46097806146,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,AVDL,Avadel Pharmaceuticals plc,9.32,376804393.9,40429656,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
AVEO,AVEO,"AVEO Pharmaceuticals, Inc.",0.5801,64021544.97,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,AVXS,"AveXis, Inc.",76.76,2129566036,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,AVNW,"Aviat Networks, Inc.",15.03,79753658.94,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,AVID,"Avid Technology, Inc.",5.11,208819715.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,AVGR,"Avinger, Inc.",0.5782,13826704.17,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,AVIR,"Aviragen Therapeutics, Inc.",0.6015,23247516.06,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,CAR,"Avis Budget Group, Inc.",29.38,2510556697,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,AHPA,Avista Healthcare Public Acquisition Corp.,9.8,379750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AHPAU,AHPAU,Avista Healthcare Public Acquisition Corp.,10.37,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau
AHPAW,AHPAW,Avista Healthcare Public Acquisition Corp.,0.47,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw
AWRE,AWRE,"Aware, Inc.",4.65,101544863.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,AXAR,Axar Acquisition Corp.,9.9,84210498.9,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/axar
AXARU,AXARU,Axar Acquisition Corp.,10.02,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/axaru
AXARW,AXARW,Axar Acquisition Corp.,0.0739,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/axarw
ACLS,ACLS,"Axcelis Technologies, Inc.",18.6,556740519.6,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,AXGN,"AxoGen, Inc.",11.45,378582342,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AAXN,AAXN,"Axon Enterprise, Inc.",23.69,1245937385,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn
AXSM,AXSM,"Axsome Therapeutics, Inc.",3.85,90479346.65,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,AXTI,AXT Inc,6.4,246917395.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,AZRX,"AzurRx BioPharma, Inc.",4,38524352,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azrx
BCOM,BCOM,B Communications Ltd.,19.99,597482009.6,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,RILY,"B. Riley Financial, Inc.",14.75,284778368,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
RILYL,RILYL,"B. Riley Financial, Inc.",25.82,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
BOSC,BOSC,B.O.S. Better Online Solutions,2.02,6070237.36,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BIDU,BIDU,"Baidu, Inc.",178.08,49006191360,275192000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,BCPC,Balchem Corporation,78.31,2487973227,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,BWINA,"Baldwin & Lyons, Inc.",23.35,352682836.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,BWINB,"Baldwin & Lyons, Inc.",24.3,367031817,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,BLDP,"Ballard Power Systems, Inc.",2.76,482308978.8,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,BANF,BancFirst Corporation,98.8,1570058069,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BANFP,BancFirst Corporation,28.1575,28157500,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BCTF,BCTF,"Bancorp 34, Inc.",12.7199,43733432.98,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,BKMU,Bank Mutual Corporation,9.25,424461400.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,BOCH,Bank of Commerce Holdings (CA),11.05,148535116.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,BMRC,Bank of Marin Bancorp,68.7,422287358.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,BMLP,Bank Of Montreal,52.2999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlp
BKSC,BKSC,Bank of South Carolina Corp.,20.0999,99739502.68,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,BOTJ,"Bank of the James Financial Group, Inc.",14.4001,63049916.24,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,OZRK,Bank of the Ozarks,48.34,5876742382,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BFIN,BankFinancial Corporation,14.6,281244705.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,BWFG,"Bankwell Financial Group, Inc.",35.5,270985203,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,BANR,Banner Corporation,54.84,1820136200,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,BZUN,Baozun Inc.,14.96,419335547,28030451,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,TAPR,Barclays Inverse US Treasury Composite ETN,23.88,16243176,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
BHAC,BHAC,Barington/Hilco Acquisition Corp.,10.22,48546389.92,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,BHACR,Barington/Hilco Acquisition Corp.,0.38,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,BHACU,Barington/Hilco Acquisition Corp.,12,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,BHACW,Barington/Hilco Acquisition Corp.,0.14,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,BBSI,"Barrett Business Services, Inc.",57.14,414323511.4,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,BSET,"Bassett Furniture Industries, Incorporated",29.3,314100336.4,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,BYBK,"Bay Bancorp, Inc.",6.8,72077443.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,BV,"Bazaarvoice, Inc.",4.55,380600961.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,BCBP,"BCB Bancorp, Inc. (NJ)",15.8,178372567.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,BECN,"Beacon Roofing Supply, Inc.",50.51,3034478057,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,BSF,"Bear State Financial, Inc.",9.44,355793024.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,BBGI,"Beasley Broadcast Group, Inc.",13.95,402173757,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,BEBE,"bebe stores, inc.",4.0001,32268026.68,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,BBBY,Bed Bath & Beyond Inc.,39.8,5821705200,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,BGNE,"BeiGene, Ltd.",36.71,678915510.9,18494021,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,BELFA,Bel Fuse Inc.,21.8,262179095.2,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,BELFB,Bel Fuse Inc.,23.15,278414956.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,BLPH,"Bellerophon Therapeutics, Inc.",1.34,44204835.22,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,BLCM,"Bellicum Pharmaceuticals, Inc.",13.42,441621065.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,BNCL,"Beneficial Bancorp, Inc.",16.45,1253433757,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,BNFT,"Benefitfocus, Inc.",28.8,884578377.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,BNTC,Benitec Biopharma Limited,2.64,2936606.64,1112351,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
